Name,DPIIT Stage,District / City,Focus Industry,Startup India Profile,Source
ZEUS VALVES MANUFACTURING PRIVATE LIMITED,Ideation,Hooghly,Technology Hardware,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0ed1c9e4b061f008c77d4a.html,Startup India (DPIIT profile)
BOSE DAIRY & AGRICULTURE FARM PRIVATE LIMITED,Ideation,Nadia,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0ea542e4b061f008c75f35.html,Startup India (DPIIT profile)
UNIVORYX TRADING & LOGISTICS LLP,Ideation,North 24 Parganas,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0e9201e4b061f008c75316.html,Startup India (DPIIT profile)
TRICORE ENGINEERING PRIVATE LIMITED,Early Traction,Uttar Dinajpur,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0de62de4b061f008c73b99.html,Startup India (DPIIT profile)
JIVASCOPE PRIVATE LIMITED,Validation,Paschim Medinipur,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0dbda6e4b061f008c72ea9.html,Startup India (DPIIT profile)
PHONTA INDUSTRIES PRIVATE LIMITED,Validation,Murshidabad,Chemicals,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0db30de4b061f008c728ef.html,Startup India (DPIIT profile)
EKRISHI AGRI TECH LAB LLP,Ideation,Birbhum,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0d9bd2e4b061f008c71d1f.html,Startup India (DPIIT profile)
PRANAB INTERNATIONAL SOCIAL IMPACT ASSOCIATION,Validation,Nabadwip,Social Impact,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0d8688e4b061f008c7108a.html,Startup India (DPIIT profile)
GURUCHAND GLOBAL INNOVATIONS SERVICES PRIVATE LIMITED,Ideation,North 24 Parganas,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0d8393e4b061f008c70e91.html,Startup India (DPIIT profile)
ZAMRIX MOTIONS LLP,Validation,Howrah,Technology Hardware,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0d4cade4b061f008c6ea3c.html,Startup India (DPIIT profile)
NINETECH DIGITAL SERVICES PRIVATE LIMITED,Ideation,North 24 Parganas,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0c4f77e4b07cca57a37a92.html,Startup India (DPIIT profile)
MANICO HIMALAYAN FLAVOURS PRIVATE LIMITED,Scaling,Darjeeling,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0c3dcde4b07cca57a36f65.html,Startup India (DPIIT profile)
BUILDSPARK REALTY DEVELOPERS PRIVATE LIMITED,Early Traction,Kolkata,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0c3529e4b07cca57a369e1.html,Startup India (DPIIT profile)
IPROMIND PRIVATE LIMITED,Validation,Kolkata,Advertising,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0c1077e4b07cca57a352e0.html,Startup India (DPIIT profile)
RRL INFRASTRUCTURE PRIVATE LIMITED,Ideation,South 24 Parganas,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0c024de4b07cca57a34863.html,Startup India (DPIIT profile)
BHARAT VISTAR TRADERS PRIVATE LIMITED,Early Traction,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0b477be4b07cca57a325f2.html,Startup India (DPIIT profile)
LIVOTALE LLP,Validation,Kolkata,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0b0e52e4b07cca57a31679.html,Startup India (DPIIT profile)
METRYQOR LLP,Validation,Kolkata,Analytics,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0af405e4b07cca57a30722.html,Startup India (DPIIT profile)
HELIXOVA SOLUTIONS PRIVATE LIMITED,Validation,Cooch Behar,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0ad764e4b07cca57a2f39d.html,Startup India (DPIIT profile)
ZENTROMECH INDUSTRIES PRIVATE LIMITED,Validation,Kolkata,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0aba90e4b07cca57a2e2cb.html,Startup India (DPIIT profile)
LEFKOS GLOBAL PRIVATE LIMITED,Validation,Nadia,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a09dbb8e4b07cca57a2a5b4.html,Startup India (DPIIT profile)
S. J. PATEL INDUSTRIES PRIVATE LIMITED,Validation,Kolkata,Technology Hardware,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a099b95e4b07cca57a297dc.html,Startup India (DPIIT profile)
XEQUALTO ANALYTICS PRIVATE LIMITED,Early Traction,Paschim Medinipur,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a094909e4b07cca57a28417.html,Startup India (DPIIT profile)
LIPS INDIA PRIVATE LIMITED,Ideation,Hooghly,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a085ec2e4b07cca57a2605e.html,Startup India (DPIIT profile)
REGIKART PRIVATE LIMITED,Validation,Kolkata,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a084e7be4b07cca57a25725.html,Startup India (DPIIT profile)
ZAYPAX OVERSEAS PRIVATE LIMITED,Ideation,North 24 Parganas,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0849c7e4b07cca57a25485.html,Startup India (DPIIT profile)
CEF INTERNATIONAL VETERINARY HEALTHCARE PRIVATE LIMITED,Early Traction,Kolkata,Pets & Animals,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a083006e4b07cca57a248ae.html,Startup India (DPIIT profile)
RINNCREST FINANCIAL TECHNOLOGIES PRIVATE LIMITED,Validation,Kolkata,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a081d29e4b07cca57a23c50.html,Startup India (DPIIT profile)
TERRESTRIAL GIS SURVEYS PRIVATE LIMITED,Validation,Howrah,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0810abe4b07cca57a22681.html,Startup India (DPIIT profile)
TMTPET PRIVATE LIMITED,Ideation,North 24 Parganas,Green Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a071a2de4b07cca57a1c185.html,Startup India (DPIIT profile)
SUBLIME SUCCESS PRIVATE LIMITED,Early Traction,Birbhum,Indic Language Startups,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a071529e4b07cca57a1b9a8.html,Startup India (DPIIT profile)
R'INGH MARKETING PRIVATE LIMITED,Ideation,Darjeeling,Advertising,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a070d15e4b07cca57a1af87.html,Startup India (DPIIT profile)
XYZ LEARNING PRIVATE LIMITED,Validation,Kolkata,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06f49ae4b07cca57a193b9.html,Startup India (DPIIT profile)
PASCALBLUE STUDIO PRIVATE LIMITED,Validation,North 24 Parganas,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06f226e4b07cca57a1915c.html,Startup India (DPIIT profile)
MARCUS WEALTH MANAGEMENT LLP,Ideation,Kolkata,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06ed71e4b07cca57a18bfe.html,Startup India (DPIIT profile)
VALANTECH SOLUTIONS PRIVATE LIMITED,Validation,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06ec80e4b07cca57a18a5d.html,Startup India (DPIIT profile)
AUVIHAUS GLOBAL PRIVATE LIMITED,Early Traction,South 24 Parganas,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06ec50e4b07cca57a18a13.html,Startup India (DPIIT profile)
ALICA PROJECTS PRIVATE LIMITED,Scaling,Birbhum,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06e388e4b07cca57a17f74.html,Startup India (DPIIT profile)
DUTTA GOLD AND DIAMOND PRIVATE LIMITED,Validation,Kolkata,Fashion,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06e1c1e4b07cca57a17d5c.html,Startup India (DPIIT profile)
HOTELUXE SUPPLIES PRIVATE LIMITED,Ideation,Howrah,Green Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06defae4b07cca57a17a75.html,Startup India (DPIIT profile)
THE BOHEMIANS EXPERIENCE PRIVATE LIMITED,Validation,North 24 Parganas,Travel & Tourism,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06c71be4b07cca57a1623d.html,Startup India (DPIIT profile)
HAZRA HEALTHCARE LLP,Validation,Purba Bardhaman,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06c552e4b07cca57a15fab.html,Startup India (DPIIT profile)
NIRDHARAN VALUATORS & CONSULTANTS LLP,Ideation,North 24 Parganas,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06c0dce4b07cca57a159fc.html,Startup India (DPIIT profile)
PRIBONIX NATURAL PRODUCT LLP,Early Traction,Purba Bardhaman,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a06bdf7e4b07cca57a15620.html,Startup India (DPIIT profile)
VYUSSTI WELLNESS AND AESTHETIC LLP,Early Traction,Kolkata,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05fc99e4b07cca57a11148.html,Startup India (DPIIT profile)
S S AND CO LLP,Early Traction,Kolkata,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05df88e4b07cca57a1020d.html,Startup India (DPIIT profile)
DEVESHI DELIGHTS PRIVATE LIMITED,Scaling,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05c7d4e4b07cca57a0f081.html,Startup India (DPIIT profile)
DEEP-ROOTED AGRO PRIVATE LIMITED,Ideation,Kolkata,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05c28ae4b07cca57a0e9f2.html,Startup India (DPIIT profile)
SONOVA LLP,Ideation,Kolkata,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05be85e4b07cca57a0e4df.html,Startup India (DPIIT profile)
PANKAJ SOLUTION PRIVATE LIMITED,Ideation,Cooch Behar,Human Resources,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05bb76e4b07cca57a0e0f1.html,Startup India (DPIIT profile)
PKG GLOBAL LLP,Ideation,South 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05b7f3e4b07cca57a0dce0.html,Startup India (DPIIT profile)
PANTHAR MEDIA PRIVATE LIMITED,Validation,South 24 Parganas,Marketing,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05b636e4b07cca57a0dabd.html,Startup India (DPIIT profile)
NEXGEN BIOLOGICS PRIVATE LIMITED,Ideation,Purba Medinipur,Biotechnology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a05acd3e4b07cca57a0cde3.html,Startup India (DPIIT profile)
SG INNOVATION PRIVATE LIMITED,Ideation,Purba Bardhaman,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a059eede4b07cca57a0b97c.html,Startup India (DPIIT profile)
DIGIFINLAB TECHNOLOGIES PRIVATE LIMITED,Validation,Paschim Bardhaman,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0594b8e4b07cca57a0ae89.html,Startup India (DPIIT profile)
PLASMADTECT PRIVATE LIMITED,Early Traction,Kolkata,Biotechnology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0581c3e4b07cca579fb87c.html,Startup India (DPIIT profile)
BARBARIK AEROSPACE LLP,Ideation,Paschim Medinipur,Aeronautics Aerospace & Defence,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a055cd1e4b07cca579f14dd.html,Startup India (DPIIT profile)
XEPHIX TECHNOLOGIES PRIVATE LIMITED,Validation,North 24 Parganas,Enterprise Software,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0558b2e4b07cca579f0f26.html,Startup India (DPIIT profile)
EKATMA INFRAA LLP,Validation,Kolkata,Toys and Games,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a04a164e4b07cca579ee640.html,Startup India (DPIIT profile)
movic,Validation,Howrah,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a048bbde4b07cca579eddb3.html,Startup India (DPIIT profile)
OMUSHA PHARMACEUTICALS PRIVATE LIMITED,Scaling,Kolkata,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a045d94e4b07cca579ebf68.html,Startup India (DPIIT profile)
ALOR THIKANA FARMERS PRODUCER COMPANY LIMITED,Validation,South 24 Parganas,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a045cf0e4b07cca579ebedc.html,Startup India (DPIIT profile)
SINHAGRI PRIVATE LIMITED,Ideation,Purba Medinipur,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a045ba1e4b07cca579ebd67.html,Startup India (DPIIT profile)
DIPSUM FOOD AND BEVERAGE LLP,Early Traction,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a04588fe4b07cca579eb97d.html,Startup India (DPIIT profile)
DRISTKON VINIMAY LLP,Validation,Kolkata,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a04213ce4b07cca579ddc2b.html,Startup India (DPIIT profile)
RXDAVA HEALTH AIM PRIVATE LIMITED,Ideation,Cooch Behar,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a041690e4b07cca579db5d7.html,Startup India (DPIIT profile)
ALCES PHARMACEUTICALS PRIVATE LIMITED,Early Traction,Kolkata,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a03fb4ce4b07cca579d903a.html,Startup India (DPIIT profile)
DR PRATIM'S ACADEMY LLP,Ideation,Kolkata,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a03464fe4b07cca579d7142.html,Startup India (DPIIT profile)
ILLUME AI INNOVATIONS PRIVATE LIMITED,Validation,South 24 Parganas,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a032e22e4b07cca579d68a3.html,Startup India (DPIIT profile)
TRISYNERGOS GLOBAL PRIVATE LIMITED,Ideation,Hooghly,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a032220e4b07cca579d6281.html,Startup India (DPIIT profile)
CURACLOUD TECHNOLOGY SOLUTIONS PRIVATE LIMITED,Ideation,Birbhum,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a031f31e4b07cca579d6108.html,Startup India (DPIIT profile)
FT INNOVATIVE LLP,Scaling,North 24 Parganas,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a031c1ce4b07cca579d5f48.html,Startup India (DPIIT profile)
MANTAV NATURALS PRIVATE LIMITED,Early Traction,Nadia,Waste Management,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a031661e4b07cca579d5b1b.html,Startup India (DPIIT profile)
ZENTRA AI PRIVATE LIMITED,Early Traction,North 24 Parganas,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a030656e4b07cca579d4d6f.html,Startup India (DPIIT profile)
NANOTHERAGNOSTIC RESEARCH PRIVATE LIMITED,Validation,South 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a025afbe4b07cca579cfe0c.html,Startup India (DPIIT profile)
HEALIV NUTRA PRIVATE LIMITED,Validation,Paschim Bardhaman,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a01ee22e4b07cca579cbd29.html,Startup India (DPIIT profile)
VNK FOODCRAFT LLP,Ideation,Kolkata,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a0191b9e4b07cca579c1d85.html,Startup India (DPIIT profile)
SKE INFRAPROJECTS PRIVATE LIMITED,Ideation,Kolkata,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a018413e4b07cca579c144b.html,Startup India (DPIIT profile)
PRNAM HOSPITALITY PRIVATE LIMITED,Scaling,Kolkata,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a017d26e4b07cca579c0e35.html,Startup India (DPIIT profile)
VRITANTA PROPERTIES PRIVATE LIMITED,Ideation,South 24 Parganas,Real Estate,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a017be3e4b07cca579c0cc1.html,Startup India (DPIIT profile)
GENOCON INTERNATIONAL VENTURES LLP,Scaling,North 24 Parganas,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a00bc83e4b07cca579be305.html,Startup India (DPIIT profile)
ORVEXIA BIOSOLUTIONS PRIVATE LIMITED,Validation,North 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a00996de4b07cca579bda6c.html,Startup India (DPIIT profile)
HIREDUE PRIVATE LIMITED,Validation,North 24 Parganas,Human Resources,https://www.startupindia.gov.in/content/sih/en/profile.Startup.6a009953e4b07cca579bda4f.html,Startup India (DPIIT profile)
UNIVERSE RESEARCH & DEVELOPMENT HOUSE PRIVATE LIMITED,Ideation,Kolkata,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ff394ce4b07cca579b9698.html,Startup India (DPIIT profile)
SHAFA MARINE & SERVICE PRIVATE LIMITED,Ideation,Kolkata,Human Resources,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ff3133e4b07cca579b93e8.html,Startup India (DPIIT profile)
XAVION BEVERAGES LLP,Ideation,Jalpaiguri,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ff0f10e4b07cca579b802b.html,Startup India (DPIIT profile)
TKG SCIENTIFIC INSTRUMENTS PRIVATE LIMITED,Early Traction,South 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fef5a3e4b07cca579b743a.html,Startup India (DPIIT profile)
PANDEY GROUP OF HEALTHCARE PRIVATE LIMITED,Ideation,North 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69feda7be4b07cca579b67ae.html,Startup India (DPIIT profile)
VISTRIT VANIJYA PRIVATE LIMITED,Validation,Kolkata,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fecd20e4b07cca579b61f5.html,Startup India (DPIIT profile)
XPRESSINDIA LOGISTICS PRIVATE LIMITED,Scaling,North 24 Parganas,Logistics,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fe253be4b07cca579b4b7b.html,Startup India (DPIIT profile)
NexaNeura Technologies Private Limited.,Early Traction,Kolkata,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fdf855e4b07cca579b3e7f.html,Startup India (DPIIT profile)
HOMEMADE SHOPPING PRIVATE LIMITED,Validation,Howrah,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fde632e4b07cca579b36d5.html,Startup India (DPIIT profile)
ROSKAN INTERNATIONAL PRIVATE LIMITED,Scaling,Kolkata,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fdd7b9e4b07cca579b2fc8.html,Startup India (DPIIT profile)
SHREE AY AGRO FOODS LLP,Early Traction,Kolkata,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fdd716e4b07cca579b2f68.html,Startup India (DPIIT profile)
SANJUSHA ASSET SOLUTIONS INDIA PRIVATE LIMITED,Ideation,Kolkata,Transportation & Storage,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fdc8dee4b07cca579b2367.html,Startup India (DPIIT profile)
IMPACTCO ENTERPRISES LLP,Scaling,Kolkata,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fdc14de4b07cca579b1d43.html,Startup India (DPIIT profile)
NUCLEVIA WELLNESS PRIVATE LIMITED,Validation,Paschim Bardhaman,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fdbf9ee4b07cca579b1b9f.html,Startup India (DPIIT profile)
REACH AND IMPACT CORPORATE PRIVATE LIMITED,Early Traction,Kolkata,Human Resources,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fdbdf8e4b07cca579b1a2b.html,Startup India (DPIIT profile)
MNPR OUTSOURCING E INFRA PRIVATE LIMITED,Validation,Howrah,Human Resources,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fd838fe4b07cca579add25.html,Startup India (DPIIT profile)
GBSOFT ANALYTICS PRIVATE LIMITED,Ideation,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fcaa72e4b07cca579ab02c.html,Startup India (DPIIT profile)
LEGALMEDIA SOLUTIONS PRIVATE LIMITED,Validation,South 24 Parganas,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc9706e4b07cca579aa9e1.html,Startup India (DPIIT profile)
NESSEFY LLP,Ideation,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc9422e4b07cca579aa8f2.html,Startup India (DPIIT profile)
EVERGREEN ESSENTIALS PRIVATE LIMITED,Validation,Murshidabad,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc93ade4b07cca579aa8be.html,Startup India (DPIIT profile)
SREI FACTORS PRIVATE LIMITED,Scaling,Kolkata,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc85b0e4b07cca579aa3d1.html,Startup India (DPIIT profile)
GOBINKIES PET CARE PRIVATE LIMITED,Early Traction,North 24 Parganas,Pets & Animals,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc768ae4b07cca579a9ab4.html,Startup India (DPIIT profile)
MAHADEVAYA NAMAH PRIVATE LIMITED,Validation,Howrah,Logistics,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc58e7e4b07cca579a88a0.html,Startup India (DPIIT profile)
NutriSource India Private Limited,Validation,Kolkata,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc51fee4b07cca579a8424.html,Startup India (DPIIT profile)
K M & N MEDIA LLP,Validation,North 24 Parganas,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc48bbe4b07cca579a7ebc.html,Startup India (DPIIT profile)
LOYALELFS TECHNOLOGIES PRIVATE LIMITED,Validation,Paschim Bardhaman,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fc302be4b07cca579a6e9b.html,Startup India (DPIIT profile)
CAMPESINO PRIVATE LIMITED,Early Traction,Purulia,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fb7c4ee4b07cca579a3957.html,Startup India (DPIIT profile)
GITAVEDA PRIVATE LIMITED,Ideation,Cooch Behar,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fb57ebe4b07cca579a2fcb.html,Startup India (DPIIT profile)
SOVRA TECHNOLOGY PRIVATE LIMITED,Validation,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fb363fe4b07cca579a2101.html,Startup India (DPIIT profile)
KHAANAKART FOODS PRIVATE LIMITED,Ideation,Hooghly,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fb2615e4b07cca579a173e.html,Startup India (DPIIT profile)
DREVX PRIVATE LIMITED,Ideation,Nadia,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fb1c99e4b07cca579a1104.html,Startup India (DPIIT profile)
BEEU AQUAFOOD LLP,Ideation,Kolkata,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fb1c59e4b07cca579a10cf.html,Startup India (DPIIT profile)
AGRAGAMI VENTURES PRIVATE LIMITED,Ideation,Kolkata,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69faf1a6e4b07cca5799f564.html,Startup India (DPIIT profile)
DRAGONOS (OPC) PRIVATE LIMITED,Validation,Kolkata,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fae24ae4b07cca5799ebf2.html,Startup India (DPIIT profile)
BK TAOTEL HOSPITALITY LLP,Scaling,Kolkata,Travel & Tourism,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69fa50c4e4b07cca5799cdc8.html,Startup India (DPIIT profile)
AIIT LABS PRIVATE LIMITED,Validation,Kolkata,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9e7fee4b07cca5799b47c.html,Startup India (DPIIT profile)
CHITY PROPERTIES PRIVATE LIMITED,Ideation,Kolkata,Real Estate,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9d43de4b07cca5799a9ac.html,Startup India (DPIIT profile)
TUBE DYNAMICS PRIVATE LIMITED,Ideation,North 24 Parganas,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9d272e4b07cca5799a87a.html,Startup India (DPIIT profile)
ARTERRA GLOBAL ENTERPRISE PRIVATE LIMITED,Early Traction,Kolkata,Real Estate,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9d14ae4b07cca5799a7d6.html,Startup India (DPIIT profile)
INVESTA TECH SOLUTIONS PRIVATE LIMITED,Ideation,Kolkata,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9c97ee4b07cca5799a2d8.html,Startup India (DPIIT profile)
SALAMAT CONTRACTS LLP,Scaling,Kolkata,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9c516e4b07cca5799a080.html,Startup India (DPIIT profile)
BIZZASIA TECHNOLOGY PRIVATE LIMITED,Ideation,Cooch Behar,Travel & Tourism,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9bf49e4b07cca57999d29.html,Startup India (DPIIT profile)
ANANTA INSTITUTE OF MEDICAL SCIENCE PRIVATE LIMITED,Ideation,Tamluk,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9bc17e4b07cca57999aa3.html,Startup India (DPIIT profile)
SOURODEEP GREEN POWER PRIVATE LIMITED,Early Traction,North 24 Parganas,Renewable Energy,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f9960de4b07cca579984ec.html,Startup India (DPIIT profile)
MAKEZEN INDUSTRY LLP,Ideation,Darjeeling,Telecommunication & Networking,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f8a6e1e4b07cca579956ec.html,Startup India (DPIIT profile)
ELVERA COUTURE PRIVATE LIMITED,Ideation,South 24 Parganas,Fashion,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f8861be4b07cca57994919.html,Startup India (DPIIT profile)
UMAMI MILK PRIVATE LIMITED,Ideation,Tamluk,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f86b54e4b07cca579938fd.html,Startup India (DPIIT profile)
LIGHTFX INDUSTRIES PRIVATE LIMITED,Scaling,Howrah,Events,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f64c6fe4b07cca5798cec8.html,Startup India (DPIIT profile)
INTERNATIONAL TRIBAL WELFARE FOUNDATION,Ideation,Jalpaiguri,Human Resources,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f5a11ce4b07cca57989d51.html,Startup India (DPIIT profile)
TRUEBIOWASH PRIVATE LIMITED,Ideation,North 24 Parganas,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69f497bee4b07cca57986cd0.html,Startup India (DPIIT profile)
